date,HLY_TEMP_NORMAL_SF,HLY_TEMP_10PCTL_SF,HLY_TEMP_90PCTL_SF,HLY_DEWP_NORMAL_SF,HLY_DEWP_10PCTL_SF,HLY_DEWP_90PCTL_SF,HLY_PRES_NORMAL_SF,HLY_PRES_10PCTL_SF,HLY_PRES_90PCTL_SF,HLY_CLDH_NORMAL_SF,HLY_HTDH_NORMAL_SF,HLY_CLOD_PCTCLR_SF,HLY_CLOD_PCTFEW_SF,HLY_CLOD_PCTSCT_SF,HLY_CLOD_PCTBKN_SF,HLY_CLOD_PCTOVC_SF,HLY_HIDX_NORMAL_SF,HLY_WCHL_NORMAL_SF,HLY_WIND_AVGSPD_SF,HLY_WIND_PCTCLM_SF,HLY_WIND_VCTDIR_SF,HLY_WIND_VCTSPD_SF,HLY_WIND_1STDIR_SF,HLY_WIND_1STPCT_SF,HLY_WIND_2NDDIR_SF,HLY_WIND_2NDPCT_SF,AvgMegawatts2019-2020-2021
09-12T21:00:00,60.6,55.9,66.0,53.6,50.0,57.9,1013.4,1009.6,1016.9,0.6,5.0,31.3,40.3,12.0,10.8,5.6,60.6,60.6,12.0,0.4,276.0,11.0,7.0,68.6,8.0,19.5,375473.6666666667
09-12T22:00:00,60.1,55.9,66.0,53.6,50.0,57.9,1013.5,1009.7,1016.9,0.5,5.4,30.9,31.5,13.5,15.8,8.3,60.1,60.1,10.4,3.1,276.0,9.6,7.0,64.3,8.0,20.0,344509.3333333333
09-12T23:00:00,59.6,55.0,64.9,53.7,50.0,57.9,1013.5,1009.7,1016.9,0.3,5.8,29.6,35.3,13.4,14.4,7.2,59.6,59.6,9.7,3.3,275.0,8.7,7.0,60.9,8.0,20.5,290296.0
09-13T00:00:00,59.1,55.0,64.0,53.5,50.0,57.9,1013.5,1009.7,1017.0,0.2,6.2,30.8,30.5,11.9,18.1,8.7,59.1,59.1,8.8,7.1,274.0,8.0,7.0,61.1,8.0,18.3,321381.6666666667
09-13T01:00:00,58.8,55.0,64.0,53.5,50.0,57.9,1013.4,1009.7,1017.0,0.2,6.4,29.9,27.4,12.5,16.7,13.5,58.8,58.8,8.2,8.2,273.0,7.3,7.0,59.9,8.0,15.8,280501.0
09-13T02:00:00,58.5,55.0,64.0,53.2,48.9,57.9,1013.3,1009.5,1016.9,0.1,6.7,27.1,26.6,13.8,13.8,18.6,58.5,58.5,7.9,10.7,270.0,6.9,7.0,54.9,8.0,16.8,269127.3333333333
09-13T03:00:00,58.0,54.0,63.0,53.0,48.9,57.0,1013.3,1009.5,1016.9,0.1,7.1,29.4,26.4,7.4,16.5,20.2,58.0,58.0,7.5,11.3,268.0,6.6,7.0,58.6,6.0,12.4,262742.3333333333
09-13T04:00:00,57.8,54.0,62.6,52.8,48.9,57.0,1013.3,1009.5,1016.9,0.1,7.3,23.9,23.4,7.6,19.1,26.0,57.8,57.8,7.0,13.1,268.0,6.1,7.0,54.7,8.0,12.9,263620.3333333333
09-13T05:00:00,57.6,54.0,62.1,52.7,48.9,57.0,1013.4,1009.8,1017.0,0.1,7.4,23.5,25.6,11.4,14.0,25.6,57.6,57.6,6.5,16.2,267.0,5.6,7.0,49.6,6.0,14.5,272903.6666666667
09-13T06:00:00,57.8,54.0,62.1,52.9,48.9,57.0,1013.8,1009.9,1017.5,0.1,7.3,15.6,23.3,16.1,15.6,29.4,57.8,57.8,6.3,17.8,264.0,5.1,7.0,43.7,6.0,13.7,288783.6666666667
09-13T07:00:00,59.3,55.0,64.0,53.6,50.0,57.9,1014.2,1010.5,1017.7,0.2,5.9,16.4,24.9,14.8,18.0,25.9,59.3,59.3,5.9,25.6,265.0,4.6,7.0,37.2,8.0,13.1,296690.6666666667
09-13T08:00:00,61.7,57.0,66.9,54.4,50.0,59.0,1014.4,1010.6,1018.0,0.6,3.9,18.4,23.3,14.5,18.1,25.6,61.7,61.7,5.9,25.8,267.0,3.9,7.0,27.4,8.0,14.5,302993.0
09-13T09:00:00,63.8,59.0,69.1,55.0,51.1,60.1,1014.7,1010.9,1018.3,1.1,2.3,19.4,26.1,16.9,18.2,19.4,63.8,63.8,7.2,10.5,288.0,3.6,7.0,25.0,2.0,16.3,308071.6666666667
09-13T10:00:00,65.8,61.0,71.1,55.3,51.1,61.0,1014.7,1011.1,1018.3,2.0,1.2,20.5,31.5,14.2,19.6,14.2,65.8,65.8,8.4,3.6,305.0,4.3,2.0,29.9,7.0,21.1,316655.6666666667
09-13T11:00:00,67.7,62.2,73.0,55.5,50.0,61.0,1014.5,1010.8,1018.1,3.3,0.6,26.5,39.5,16.9,11.0,6.1,67.7,67.7,9.9,2.9,305.0,5.9,2.0,26.8,7.0,23.6,329553.3333333333
09-13T12:00:00,69.5,64.0,75.9,55.2,50.0,61.0,1014.1,1010.6,1017.7,4.8,0.3,28.1,41.2,16.0,10.7,4.1,69.5,69.5,11.6,3.3,299.0,8.3,8.0,28.1,7.0,27.4,348988.0
09-13T13:00:00,71.1,64.0,80.1,54.4,50.0,60.1,1013.6,1010.0,1017.2,6.3,0.2,28.7,43.8,13.2,13.2,1.2,71.1,71.1,14.4,1.1,291.0,12.1,7.0,38.8,8.0,35.7,374379.3333333333
09-13T14:00:00,71.6,64.9,82.9,53.6,48.9,57.9,1013.2,1009.6,1016.8,6.8,0.2,26.2,42.1,19.0,11.1,1.7,71.6,71.6,17.1,0.9,285.0,15.3,7.0,50.1,8.0,35.0,400841.6666666667
09-13T15:00:00,70.6,64.0,81.0,53.2,48.9,57.9,1012.8,1009.2,1016.4,6.0,0.4,27.1,41.5,20.3,9.9,1.2,70.6,70.6,18.5,0.0,282.0,17.0,7.0,60.4,8.0,30.1,427108.0
09-13T16:00:00,68.9,62.1,79.0,53.1,48.9,57.9,1012.5,1008.9,1016.2,4.6,0.7,23.2,40.9,19.5,13.4,3.0,68.9,68.9,19.4,0.2,279.0,18.0,7.0,67.4,8.0,23.7,444148.0
09-13T17:00:00,66.5,60.1,73.9,53.3,48.2,57.9,1012.4,1008.7,1016.1,2.9,1.4,23.6,42.7,21.9,10.8,1.0,66.5,66.5,18.6,0.2,277.0,17.3,7.0,71.0,8.0,20.2,450744.6666666667
09-13T18:00:00,63.8,57.9,70.0,53.3,48.9,57.9,1012.4,1008.8,1016.0,1.6,2.8,21.4,45.3,19.5,12.2,1.7,63.8,63.8,17.2,0.2,277.0,16.1,7.0,69.2,8.0,21.6,440799.3333333333
09-13T19:00:00,61.9,57.0,68.0,53.4,48.9,57.9,1012.6,1009.0,1015.9,0.9,4.0,22.2,43.7,19.3,11.2,3.7,61.9,61.9,15.3,0.4,278.0,14.3,7.0,67.9,8.0,24.3,429930.6666666667
09-13T20:00:00,61.1,55.9,66.9,53.6,49.6,57.9,1013.1,1009.4,1016.6,0.6,4.6,30.0,41.7,13.4,9.0,5.9,61.1,61.1,13.3,0.7,279.0,12.4,7.0,62.5,8.0,27.3,410063.0
09-13T21:00:00,60.6,55.9,66.0,53.6,50.0,57.9,1013.4,1009.6,1016.9,0.5,5.0,31.2,40.8,12.0,10.3,5.7,60.6,60.6,11.8,0.4,276.0,10.9,7.0,66.7,8.0,20.5,383327.0
09-13T22:00:00,60.1,55.9,66.0,53.6,49.6,57.9,1013.4,1009.7,1016.9,0.4,5.4,29.7,32.7,14.0,15.3,8.3,60.1,60.1,10.4,2.9,276.0,9.5,7.0,63.1,8.0,21.0,351457.0
09-13T23:00:00,59.5,55.0,64.9,53.7,50.0,57.9,1013.4,1009.7,1016.9,0.3,5.8,28.9,36.4,13.5,14.5,6.7,59.5,59.5,9.7,3.1,275.0,8.6,7.0,60.7,8.0,21.0,305386.3333333333
09-14T00:00:00,59.0,55.0,64.0,53.6,50.0,57.9,1013.4,1009.7,1016.9,0.2,6.2,30.0,31.0,12.2,18.6,8.2,59.0,59.0,8.8,6.7,274.0,7.9,7.0,59.5,8.0,19.3,326402.3333333333
09-14T01:00:00,58.8,55.0,64.0,53.5,50.0,57.9,1013.4,1009.7,1017.0,0.2,6.4,29.7,27.4,12.5,17.0,13.5,58.8,58.8,8.2,8.9,272.0,7.3,7.0,58.5,8.0,16.8,284474.3333333333
09-14T02:00:00,58.4,54.9,64.0,53.2,48.9,57.9,1013.3,1009.5,1016.9,0.1,6.7,26.6,26.8,13.8,15.0,17.8,58.4,58.4,8.0,10.4,270.0,7.0,7.0,55.4,8.0,16.5,273211.3333333333
09-14T03:00:00,58.0,54.0,63.0,53.0,48.9,57.0,1013.2,1009.5,1016.9,0.1,7.1,28.4,25.9,8.1,17.3,20.2,58.0,58.0,7.6,10.2,268.0,6.7,7.0,59.1,6.0,13.0,266386.6666666667
09-14T04:00:00,57.8,54.0,62.1,52.8,48.9,57.0,1013.2,1009.4,1016.9,0.1,7.3,22.9,23.6,8.3,18.8,26.4,57.8,57.8,7.1,12.7,268.0,6.2,7.0,54.7,8.0,13.4,266400.6666666667
09-14T05:00:00,57.6,54.0,62.1,52.7,48.9,57.0,1013.4,1009.8,1017.0,0.1,7.4,22.6,25.1,11.5,14.4,26.4,57.6,57.6,6.6,16.2,266.0,5.6,7.0,50.4,6.0,13.7,275530.0
09-14T06:00:00,57.8,54.0,62.1,52.9,48.9,57.0,1013.7,1009.8,1017.4,0.1,7.3,15.2,23.3,16.2,14.4,30.9,57.8,57.8,6.5,16.7,263.0,5.2,7.0,43.8,6.0,14.5,290912.3333333333
09-14T07:00:00,59.3,55.0,64.0,53.6,50.0,57.9,1014.1,1010.3,1017.7,0.2,5.9,16.3,24.7,14.4,17.3,27.3,59.3,59.3,6.0,24.1,265.0,4.7,7.0,38.2,8.0,13.6,300369.6666666667
09-14T08:00:00,61.6,57.0,66.9,54.3,50.0,59.0,1014.3,1010.5,1017.9,0.5,3.9,18.0,23.2,13.9,18.0,26.8,61.6,61.6,6.0,25.3,266.0,4.0,7.0,27.4,8.0,14.5,307433.6666666667
09-14T09:00:00,63.6,59.0,69.1,55.0,50.0,60.1,1014.6,1010.8,1018.2,1.0,2.4,18.7,25.6,15.9,19.0,20.8,63.6,63.6,7.2,10.9,285.0,3.6,7.0,25.4,8.0,15.8,312509.0
09-14T10:00:00,65.6,61.0,71.1,55.2,50.0,60.1,1014.6,1011.0,1018.2,1.9,1.3,19.9,31.7,13.8,20.1,14.5,65.6,65.6,8.5,3.3,304.0,4.3,2.0,29.1,7.0,21.6,319907.3333333333
09-14T11:00:00,67.6,62.2,73.0,55.4,50.0,61.0,1014.4,1010.8,1018.0,3.2,0.6,26.0,39.1,17.7,11.1,6.1,67.6,67.6,10.0,3.3,304.0,5.8,2.0,26.7,7.0,23.4,332823.0
09-14T12:00:00,69.4,64.0,75.9,55.1,50.0,61.0,1014.0,1010.5,1017.6,4.7,0.3,28.6,40.3,16.5,10.4,4.1,69.4,69.4,11.7,3.3,299.0,8.2,8.0,28.1,7.0,27.2,352106.6666666667
09-14T13:00:00,70.9,64.0,79.0,54.4,50.0,60.1,1013.6,1010.0,1017.2,6.1,0.2,28.5,43.4,14.1,12.7,1.2,70.9,70.9,14.5,1.6,290.0,12.1,7.0,38.3,8.0,36.1,376961.3333333333
09-14T14:00:00,71.3,64.9,82.0,53.7,49.3,57.9,1013.1,1009.6,1016.7,6.4,0.2,25.8,41.4,20.0,11.1,1.7,71.3,71.3,17.1,1.1,285.0,15.3,7.0,48.8,8.0,35.4,402476.6666666667
09-14T15:00:00,70.3,64.0,81.0,53.3,48.9,57.9,1012.7,1009.2,1016.3,5.7,0.3,26.0,41.3,21.1,10.4,1.2,70.3,70.3,18.6,0.2,281.0,17.0,7.0,60.2,8.0,30.1,427191.0
09-14T16:00:00,68.6,62.1,78.1,53.3,48.9,57.9,1012.5,1008.8,1016.1,4.3,0.7,22.5,39.8,20.2,14.5,3.0,68.6,68.6,19.5,0.2,279.0,18.0,7.0,66.7,8.0,24.2,442609.6666666667
09-14T17:00:00,66.2,61.0,73.9,53.4,48.9,57.9,1012.4,1008.6,1016.0,2.6,1.4,23.4,41.5,22.9,11.1,1.0,66.2,66.2,18.7,0.2,277.0,17.4,7.0,70.0,8.0,21.2,449348.3333333333
09-14T18:00:00,63.5,57.9,70.0,53.4,48.9,57.9,1012.4,1008.6,1015.9,1.4,2.9,21.2,44.6,20.0,12.4,1.7,63.5,63.5,17.3,0.2,277.0,16.2,7.0,68.8,8.0,22.3,440914.3333333333
09-14T19:00:00,61.7,57.0,66.9,53.4,48.9,57.9,1012.5,1008.9,1015.9,0.8,4.1,21.7,43.4,19.8,11.5,3.7,61.7,61.7,15.3,0.4,278.0,14.3,7.0,67.9,8.0,24.3,428748.6666666667
09-14T20:00:00,60.9,55.9,66.0,53.6,49.3,57.9,1013.1,1009.3,1016.6,0.5,4.7,29.0,42.2,13.9,9.0,5.9,60.9,60.9,13.5,0.4,279.0,12.5,7.0,63.0,8.0,26.8,407734.6666666667
09-14T21:00:00,60.4,55.9,66.0,53.6,49.3,57.9,1013.3,1009.6,1016.8,0.5,5.1,30.2,42.0,11.5,10.8,5.4,60.4,60.4,11.9,0.4,276.0,10.9,7.0,67.0,8.0,20.0,382061.3333333333
09-14T22:00:00,59.9,55.9,64.9,53.6,49.6,57.9,1013.4,1009.6,1016.7,0.4,5.5,29.1,33.4,13.5,15.1,8.8,59.9,59.9,10.6,2.7,276.0,9.7,7.0,62.7,8.0,21.8,350955.6666666667
09-14T23:00:00,59.4,55.0,64.0,53.7,50.0,57.9,1013.4,1009.6,1016.8,0.3,5.9,27.4,37.9,13.0,14.7,7.0,59.4,59.4,9.8,3.3,275.0,8.7,7.0,60.4,8.0,21.0,305479.0
09-15T00:00:00,58.9,55.0,64.0,53.6,50.0,57.9,1013.4,1009.7,1016.8,0.2,6.3,28.6,32.3,11.4,19.4,8.2,58.9,58.9,8.9,6.7,273.0,8.0,7.0,59.7,8.0,18.8,327139.6666666667
09-15T01:00:00,58.7,55.0,64.0,53.5,50.0,57.9,1013.3,1009.6,1016.9,0.1,6.5,27.8,28.0,12.5,17.5,14.2,58.7,58.7,8.3,8.7,272.0,7.4,7.0,58.0,8.0,17.0,284627.3333333333
09-15T02:00:00,58.3,54.0,63.0,53.2,48.9,57.9,1013.2,1009.5,1016.9,0.1,6.8,24.6,27.1,13.6,16.1,18.6,58.3,58.3,8.1,10.0,270.0,7.1,7.0,55.8,8.0,16.0,273192.6666666667
09-15T03:00:00,57.9,54.0,63.0,53.0,48.9,57.0,1013.2,1009.5,1016.8,0.1,7.1,26.2,26.9,8.1,17.3,21.5,57.9,57.9,7.7,10.9,269.0,6.7,7.0,59.2,6.0,11.9,266439.3333333333
09-15T04:00:00,57.7,54.0,62.1,52.8,48.9,57.0,1013.2,1009.4,1016.8,0.1,7.3,22.2,22.7,8.7,19.0,27.5,57.7,57.7,7.2,12.7,268.0,6.2,7.0,54.7,8.0,13.4,266478.6666666667
09-15T05:00:00,57.6,54.0,62.1,52.7,48.9,57.0,1013.4,1009.6,1017.0,0.1,7.5,21.8,25.6,10.3,13.8,28.5,57.6,57.5,6.7,16.0,266.0,5.7,7.0,50.4,6.0,14.8,274302.6666666667
09-15T06:00:00,57.7,54.0,62.1,52.9,48.9,57.0,1013.7,1009.8,1017.3,0.1,7.4,14.2,23.1,16.5,13.6,32.5,57.7,57.7,6.5,16.9,264.0,5.2,7.0,43.4,6.0,14.0,287994.6666666667
09-15T07:00:00,59.1,55.0,64.0,53.6,50.0,57.9,1014.1,1010.3,1017.6,0.2,6.1,15.5,24.4,14.7,17.6,27.8,59.1,59.1,6.1,23.4,265.0,4.8,7.0,38.3,8.0,13.6,295254.0
09-15T08:00:00,61.4,57.0,66.9,54.2,50.0,59.0,1014.3,1010.5,1017.9,0.5,4.1,16.8,23.3,14.0,18.1,27.7,61.4,61.4,6.1,25.8,267.0,4.1,7.0,27.1,8.0,14.8,299988.6666666667
09-15T09:00:00,63.4,57.9,69.1,54.8,50.0,59.0,1014.6,1010.8,1018.2,0.9,2.5,17.0,25.4,17.0,19.3,21.3,63.4,63.4,7.2,12.0,284.0,3.6,7.0,26.1,8.0,15.1,303063.6666666667
09-15T10:00:00,65.4,61.0,70.0,55.1,50.0,60.1,1014.6,1011.0,1018.2,1.8,1.4,19.5,31.5,14.1,20.6,14.3,65.4,65.4,8.5,3.6,304.0,4.3,2.0,27.2,7.0,21.8,307498.0
09-15T11:00:00,67.4,62.1,73.0,55.3,50.0,60.1,1014.4,1010.8,1018.0,3.0,0.6,25.2,39.5,17.2,11.5,6.6,67.4,67.4,9.9,3.3,304.0,5.8,2.0,26.4,7.0,22.5,317166.0
09-15T12:00:00,69.1,64.0,75.0,55.0,50.0,60.8,1014.0,1010.6,1017.6,4.4,0.3,27.9,40.3,16.5,11.2,4.1,69.1,69.1,11.6,2.9,299.0,8.2,8.0,28.4,7.0,26.4,332813.0
09-15T13:00:00,70.6,64.0,78.1,54.3,50.0,60.1,1013.6,1010.0,1017.2,5.8,0.2,27.0,44.3,14.1,13.4,1.2,70.6,70.6,14.5,1.8,290.0,12.1,7.0,38.3,8.0,36.3,353451.0
09-15T14:00:00,71.0,64.9,81.0,53.6,48.9,57.9,1013.1,1009.6,1016.7,6.2,0.2,25.1,41.0,20.7,11.8,1.4,71.0,71.0,17.1,1.1,285.0,15.2,7.0,48.1,8.0,35.9,376492.6666666667
09-15T15:00:00,70.0,64.0,79.0,53.3,48.9,57.9,1012.7,1009.2,1016.2,5.4,0.4,25.4,41.1,21.3,11.1,1.2,70.0,70.0,18.6,0.2,282.0,16.9,7.0,59.0,8.0,30.9,394751.3333333333
09-15T16:00:00,68.4,62.1,78.1,53.3,48.9,57.9,1012.5,1008.9,1016.1,4.1,0.7,22.7,39.0,20.6,14.5,3.2,68.4,68.4,19.4,0.2,279.0,17.9,7.0,66.2,8.0,24.2,407233.0
09-15T17:00:00,66.0,60.1,73.0,53.4,48.9,57.9,1012.4,1008.6,1016.0,2.5,1.5,22.7,42.0,23.2,10.9,1.2,66.0,66.0,18.6,0.4,277.0,17.3,7.0,69.8,8.0,20.7,415132.6666666667
09-15T18:00:00,63.3,57.9,70.0,53.3,48.9,57.9,1012.4,1008.8,1015.9,1.3,3.0,20.7,43.8,21.2,12.7,1.7,63.3,63.3,17.2,0.2,277.0,16.0,7.0,68.1,8.0,22.3,410125.0
09-15T19:00:00,61.5,57.0,66.9,53.4,48.9,57.9,1012.6,1009.0,1015.9,0.7,4.2,21.2,43.6,20.4,11.2,3.6,61.5,61.5,15.2,0.7,278.0,14.2,7.0,67.2,8.0,24.3,405329.6666666667
09-15T20:00:00,60.8,55.9,66.0,53.6,48.9,57.9,1013.1,1009.4,1016.6,0.5,4.7,28.7,42.1,14.4,9.2,5.6,60.8,60.8,13.4,0.4,279.0,12.4,7.0,63.1,8.0,27.0,388509.3333333333
09-15T21:00:00,60.3,55.9,66.0,53.6,48.9,57.9,1013.4,1009.6,1016.9,0.4,5.1,29.6,41.3,12.5,11.2,5.4,60.3,60.3,11.8,0.7,276.0,10.8,7.0,67.1,8.0,19.9,366071.0
09-15T22:00:00,59.8,55.0,64.9,53.6,48.9,57.9,1013.4,1009.7,1016.8,0.4,5.5,28.7,33.6,14.0,14.9,8.8,59.8,59.8,10.5,2.4,276.0,9.6,7.0,62.8,8.0,21.5,337040.6666666667
09-15T23:00:00,59.3,55.0,64.0,53.6,50.0,57.9,1013.5,1009.8,1016.8,0.3,6.0,27.6,37.6,13.2,15.2,6.5,59.3,59.3,9.7,3.1,274.0,8.6,7.0,60.3,8.0,21.1,293064.0
09-16T00:00:00,58.8,55.0,64.0,53.6,50.0,57.9,1013.4,1009.8,1016.8,0.2,6.4,28.2,32.7,11.9,19.6,7.7,58.8,58.8,8.7,6.7,273.0,7.9,7.0,59.8,8.0,18.6,315550.3333333333
09-16T01:00:00,58.6,54.0,64.0,53.4,48.9,57.9,1013.4,1009.8,1016.9,0.1,6.6,27.4,28.4,12.5,18.0,13.7,58.6,58.6,8.2,8.4,273.0,7.3,7.0,56.1,8.0,17.8,277279.0
09-16T02:00:00,58.2,54.0,63.0,53.2,48.9,57.9,1013.3,1009.8,1016.9,0.1,6.9,24.5,27.8,13.8,16.5,17.5,58.2,58.2,7.9,10.4,270.0,6.9,7.0,54.5,8.0,17.0,268695.0
09-16T03:00:00,57.9,54.0,63.0,53.0,48.9,57.0,1013.3,1009.7,1016.8,0.1,7.2,26.2,27.2,8.9,16.8,20.8,57.9,57.9,7.5,11.3,269.0,6.6,7.0,58.0,8.0,11.9,264580.0
09-16T04:00:00,57.6,54.0,62.1,52.8,48.0,57.0,1013.3,1009.8,1016.8,0.1,7.4,22.5,22.9,9.6,19.0,25.9,57.6,57.6,7.0,13.6,269.0,6.1,7.0,54.0,8.0,13.9,266840.0
09-16T05:00:00,57.5,54.0,62.1,52.6,48.0,57.0,1013.4,1009.8,1016.9,0.1,7.6,23.0,24.7,10.5,14.3,27.6,57.5,57.5,6.4,17.1,267.0,5.5,7.0,49.8,6.0,13.9,280230.6666666667
09-16T06:00:00,57.7,54.0,62.1,52.8,48.9,57.0,1013.8,1009.9,1017.3,0.1,7.4,13.7,23.3,16.8,14.0,32.1,57.7,57.6,6.4,16.4,265.0,5.1,7.0,43.2,8.0,13.7,302031.6666666667
09-16T07:00:00,59.0,55.0,64.0,53.6,50.0,57.9,1014.2,1010.5,1017.6,0.2,6.1,15.2,24.6,14.4,18.1,27.7,59.0,59.0,6.0,23.4,265.0,4.7,7.0,38.0,8.0,13.8,313839.0
09-16T08:00:00,61.4,57.0,66.9,54.2,50.0,59.0,1014.4,1010.8,1017.9,0.4,4.1,16.2,23.7,14.9,17.7,27.5,61.4,61.4,5.9,27.3,265.0,3.9,7.0,26.7,8.0,13.8,318478.0
09-16T09:00:00,63.4,57.9,68.0,54.8,50.0,59.0,1014.7,1011.0,1018.1,0.9,2.5,16.9,25.8,16.9,19.2,21.2,63.4,63.4,6.9,12.7,284.0,3.3,7.0,25.2,8.0,14.4,320143.3333333333
09-16T10:00:00,65.4,61.0,70.0,55.1,50.0,60.1,1014.7,1011.2,1018.1,1.8,1.4,19.8,32.5,13.4,20.2,14.1,65.4,65.4,8.3,3.8,305.0,4.1,2.0,27.7,7.0,21.3,319655.3333333333
09-16T11:00:00,67.3,62.2,73.0,55.3,50.0,60.1,1014.5,1011.0,1017.9,3.0,0.6,25.4,40.3,16.1,11.5,6.6,67.3,67.3,9.7,3.3,305.0,5.5,2.0,27.7,7.0,21.9,324428.0
09-16T12:00:00,69.1,64.0,75.0,55.0,50.0,61.0,1014.1,1010.8,1017.6,4.4,0.3,28.6,40.3,16.0,10.9,4.1,69.1,69.1,11.4,2.9,300.0,8.0,8.0,27.6,7.0,25.8,334874.0
09-16T13:00:00,70.6,64.0,78.1,54.3,48.9,60.1,1013.7,1010.2,1017.1,5.8,0.2,27.8,43.8,14.1,12.9,1.4,70.6,70.6,14.3,1.8,291.0,11.9,7.0,37.4,8.0,36.1,352029.6666666667
09-16T14:00:00,71.0,64.9,81.0,53.6,48.9,57.9,1013.2,1009.8,1016.7,6.2,0.2,25.6,40.8,20.0,12.1,1.4,71.0,71.0,16.9,1.1,285.0,15.0,7.0,47.4,8.0,36.8,371446.3333333333
09-16T15:00:00,70.1,64.0,79.0,53.3,48.9,57.9,1012.8,1009.3,1016.2,5.4,0.3,25.6,41.8,20.5,10.9,1.2,70.1,70.1,18.6,0.2,282.0,17.0,7.0,60.6,8.0,29.7,388210.6666666667
09-16T16:00:00,68.4,62.1,77.0,53.3,48.9,57.9,1012.6,1009.0,1016.1,4.1,0.7,22.3,39.5,20.3,14.9,2.9,68.4,68.4,19.4,0.2,279.0,17.9,7.0,66.9,8.0,23.5,401333.3333333333
09-16T17:00:00,66.0,60.1,73.0,53.3,48.9,57.9,1012.5,1008.9,1016.0,2.5,1.5,23.0,42.4,23.2,10.4,1.0,66.0,66.0,18.6,0.2,278.0,17.4,7.0,70.0,8.0,20.7,408589.0
09-16T18:00:00,63.3,57.9,70.0,53.3,48.9,57.9,1012.6,1008.9,1015.9,1.3,3.0,20.2,44.6,21.5,12.2,1.5,63.3,63.3,17.1,0.2,277.0,16.0,7.0,68.5,8.0,22.5,403831.6666666667
09-16T19:00:00,61.6,57.0,66.9,53.4,48.9,57.9,1012.7,1009.1,1015.9,0.8,4.2,21.2,44.9,20.2,10.2,3.4,61.6,61.6,15.3,0.7,279.0,14.3,7.0,67.3,8.0,24.6,400012.6666666667
09-16T20:00:00,60.8,55.9,66.9,53.5,48.9,57.9,1013.2,1009.6,1016.6,0.5,4.7,28.4,42.7,14.8,9.2,4.9,60.8,60.8,13.4,0.4,280.0,12.4,7.0,63.8,8.0,27.6,384470.6666666667
09-16T21:00:00,60.3,55.9,66.0,53.6,48.9,57.9,1013.5,1009.7,1016.9,0.5,5.1,29.8,41.8,12.2,11.2,4.9,60.3,60.3,11.7,0.9,277.0,10.8,7.0,66.6,8.0,21.3,361908.3333333333
09-16T22:00:00,59.8,55.0,66.0,53.6,48.9,57.9,1013.6,1009.8,1016.9,0.4,5.5,29.3,34.7,12.8,14.6,8.6,59.8,59.8,10.4,2.2,277.0,9.5,7.0,63.3,8.0,21.6,333041.0
09-16T23:00:00,59.3,55.0,64.9,53.6,50.0,57.9,1013.6,1009.9,1016.8,0.3,6.0,28.7,38.1,12.9,14.9,5.4,59.3,59.3,9.5,4.2,275.0,8.5,7.0,60.1,8.0,21.6,298980.0
09-17T00:00:00,58.8,55.0,64.0,53.6,50.0,57.9,1013.6,1009.9,1016.8,0.2,6.3,29.3,33.3,11.3,19.2,6.9,58.8,58.8,8.6,7.1,274.0,7.7,7.0,60.1,8.0,18.6,314146.3333333333
09-17T01:00:00,58.6,54.0,64.0,53.4,48.9,57.9,1013.6,1009.9,1016.9,0.1,6.5,29.1,29.6,12.2,16.2,12.9,58.6,58.6,8.0,9.8,273.0,7.1,7.0,55.3,8.0,17.8,275744.3333333333
09-17T02:00:00,58.2,54.0,64.0,53.1,48.9,57.9,1013.5,1009.9,1016.9,0.1,6.9,26.2,28.2,13.7,15.7,16.2,58.2,58.2,7.6,10.9,271.0,6.7,7.0,55.2,8.0,17.0,266329.3333333333
09-17T03:00:00,57.8,54.0,63.0,52.9,48.9,57.9,1013.4,1009.9,1016.9,0.1,7.2,27.7,27.2,9.4,16.0,19.8,57.8,57.8,7.3,11.8,270.0,6.4,7.0,57.8,6.0,12.4,261816.33333333334
09-17T04:00:00,57.6,54.0,62.6,52.7,48.0,57.0,1013.4,1009.8,1016.9,0.1,7.5,24.5,22.5,8.5,19.3,25.2,57.6,57.6,6.9,13.6,269.0,6.0,7.0,54.3,8.0,14.1,264165.0
09-17T05:00:00,57.4,54.0,62.1,52.6,48.0,57.0,1013.6,1010.2,1017.0,0.1,7.6,25.2,23.9,9.6,14.6,26.7,57.4,57.4,6.4,17.6,267.0,5.5,7.0,51.0,6.0,13.7,276432.6666666667
09-17T06:00:00,57.6,54.0,62.1,52.8,48.9,57.0,1013.9,1010.2,1017.4,0.1,7.5,14.1,24.9,16.7,14.6,29.7,57.6,57.6,6.2,18.0,266.0,5.0,7.0,43.0,8.0,13.2,297237.3333333333
09-17T07:00:00,59.0,55.0,64.0,53.5,50.0,57.9,1014.3,1010.6,1017.7,0.2,6.2,15.0,25.6,15.0,16.8,27.5,59.0,59.0,5.9,25.2,265.0,4.6,7.0,36.9,8.0,13.3,308321.0
09-17T08:00:00,61.4,56.1,66.9,54.3,50.0,59.0,1014.6,1011.0,1017.9,0.5,4.1,16.7,23.8,15.4,16.4,27.7,61.4,61.4,5.8,28.0,266.0,3.8,7.0,26.5,8.0,12.7,312354.3333333333
